Member Phone No,ActSpeedDS,ActSpeedUS,ActAvgDaySpontResyncs,ActDSLStability,ActDSLConnType,DSLAMName,LWC,Urbanistion,UBAForecast,EstAttn160Hi,EstAttn160Lo,EstDSSpeedHi,EstDSSpeedLo,EstUSSpeedHi,EstUSSpeedLo,EUBA,BUBA,WVS,LAPRestriction,CabnietisationDate,CabnetisationName,Locality Id,Connector Id,Line_Sharing_Cable_Pair,LWC_Is_Cabinet,BUBA_Coverage_Area,EUBA_Coverage_Area,Baseband_Copper_Capable,ActBBProductType
,,,,,,,,,,,,,,,,,,,,,,,BV47/8,,N,Northland,WARKWORTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM13/72,,Y,Counties,,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DL22/Z,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AJ78/B,,N,North Auckland,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM18/232,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DP05/A,,N,North Shore,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CV20/17,,N,Grey Lynn,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EP34/2,,N,Tauranga,MT MAUNGANUI,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CT10/39,,N,Hobsonville,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AV04/1,,N,North Waikato / Coromandel,,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DL20/T,,Y,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DN71/4,,Y,Banks,,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FV46/B,,N,Eastern Suburbs,HOWICK,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,Y77/B,,Y,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DR27/Q,,N,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GJ71/7,,Y,Counties,PAPAKURA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CB33/7,,Y,North Auckland,RED BEACH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DV27/5,,N,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,R71/32,,Y,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,L77/7,,N,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL70/192,,N,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FA24/1,,N,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL18/189,,Y,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EU84/1,,N,Counties,PAPAKURA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EV29/3,,N,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GM35/9,,N,Taranaki,NEW PLYMOUTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,Z81/7,,N,Tamaki,HOWICK,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,T66/12,,Y,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL03/806,,Y,Eastern Suburbs,HOWICK,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DN32/5,,N,Grafton,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL06/209,,Y,Taranaki,NEW PLYMOUTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GP19/4,,N,Manawatu,PARAPARAUMU,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EJ43/D,,Y,South Auckland,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,W73/4,,Y,South Auckland,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AH27/1,,Y,Central,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DG30/17,,N,Grafton,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HK15/27,,N,Hamilton,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DM28/1,,Y,Grafton,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AK48/17,,Y,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GS73/1,,Y,West Coast,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DM22B/N,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL05/927,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DJ33/6,,N,Grafton,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,V60/31,,N,Grafton,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DC30/17,,Y,Grey Lynn,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CM27/31,,Y,Grey Lynn,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL14/735,,Y,West Auckland,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CS31/23,,N,Grey Lynn,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CJ39/2,,Y,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CP27/2,,Y,Grey Lynn,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BV31/G,,Y,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL99/141,,Y,Grey Lynn,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CF36/6,,N,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL67/792,,Y,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DM21B/P,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DM21B/P,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DR23/D,,Y,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DE23/40,,N,Grey Lynn,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DM22/S,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DJ27/K,,Y,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DG27/A,,Y,Auckland Central,,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DK27/A,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DB26/29,,Y,Grey Lynn,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CV35/4,,Y,North Auckland,RED BEACH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL65/689,,Y,Counties,,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DK28/30,,N,Bay of Plenty/ East Coast,GISBORNE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,Y24/23,,N,Hawkes Bay,HASTINGS,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AR70/1,,N,Counties,PAPAKURA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL09/648,,Y,Marlborough / North Canterbury,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL73/253,,Y,Banks,ROLLESTON,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TP70/900,,Y,Banks,RICCARTON,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BR54/E,,N,Wellington Central,WELLINGTON,Y,
,,,,,,,,,,,,,,,,,,,,,,,GJ29/1,,Y,Hawkes Bay,NAPIER,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AS66/1,,N,Northland,KAITAIA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GA41/4,,Y,Eastern Suburbs,HOWICK,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GB59/2,,N,Hawkes Bay,HASTINGS,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL18/272,,Y,Hawkes Bay,HASTINGS,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DL22/D,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GT73/2,,Y,Hawkes Bay,HASTINGS,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FU61/3,,N,Hawkes Bay,HASTINGS,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL41/544,,N,Hawkes Bay,HASTINGS,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EV65/1,,Y,South Auckland,PAPATOETOE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DC37/F,,N,North Auckland,RED BEACH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,U29/11,,Y,Hawkes Bay,NAPIER,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,F25/6,,Y,Hawkes Bay,NAPIER,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL61/70,,N,Tauranga,TAURANGA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AT45/19,,N,Nelson,NELSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,L83/AA,,Y,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CD45/2,,N,Northland,,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CF25/10,,Y,North Auckland,RED BEACH,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL36/186,,N,Southland,QUEENSTOWN,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BR119/1,,N,Counties,PAPAKURA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BC49/1,,Y,Northland,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EA47/1,,Y,Counties,,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HB20/7,,Y,Hawkes Bay,NAPIER,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL36/49,,N,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GU34/1,,Y,Hawkes Bay,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DP22/J,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EM22/5,,Y,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL45/635,,Y,North Auckland,TORBAY,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL43/891,,Y,West Auckland,HENDERSON,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL67/788,,N,Tamaki,HOWICK,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,ES27/3,,N,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL26/576,,N,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL46/585,,Y,South Auckland,PAPATOETOE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CA64/2,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,T28/AG,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CU35/8,,Y,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,E8/13,,N,Tauranga,MT MAUNGANUI,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL58/24,,N,Banks,CHRISTCHURCH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EM17/6,,N,Central,PALMERSTON NORTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EJ30/1,,Y,North Auckland,RED BEACH,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM06/458,,N,Otago,DUNEDIN CENT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL71/806,,Y,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,ER41/6,,Y,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL37/579,,Y,North Waikato / Coromandel,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL33/798,,N,Christchurch Central,CHRISTCHURCH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HS65/13,,N,Central,PALMERSTON NORTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AN38/4,,N,Hutt / Wairarapa,MASTERTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL62/179,,Y,North Waikato / Coromandel,HAMILTON,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AC59/B,,N,Manawatu,LEVIN,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CM20/10,,N,Manawatu,LEVIN,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FE29/1,,N,Counties,PAPAKURA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL99/161,,N,Hawkes Bay,,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL16/647,,N,Taranaki,NEW PLYMOUTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL59/101,,Y,North Auckland,TORBAY,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CA30/18,,N,Taranaki,HAWERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GP38/7,,N,Taranaki,NEW PLYMOUTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,ER79/3,,N,Manawatu,LEVIN,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CC16/35,,Y,Banks,ROLLESTON,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GH39/1,,N,Taranaki,NEW PLYMOUTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HE29/3,,Y,Taranaki,NEW PLYMOUTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL91/693,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL78/79,,N,North Waikato / Coromandel,COROMANDEL,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AD19/9,,N,Manawatu,PALMERSTON NORTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GQ31/19,,N,Taranaki,NEW PLYMOUTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL74/791,,Y,Bay of Plenty/ East Coast,WHAKATANE,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DC75/1,,N,Manawatu,PALMERSTON NORTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CJ43/A,,Y,Wellington Central,WELLINGTON,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GN32/N,,N,Taranaki,NEW PLYMOUTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM06/891,,Y,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,K7/21,,N,Central,MATAMATA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DJ62/9,,N,Hamilton,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,K40/7,,N,North Waikato / Coromandel,TE KAUWHATA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,O16/13,,N,Hamilton,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TP13/417,,Y,Hamilton,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,E10/20,,Y,Hamilton,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,F4/E,,N,North Waikato / Coromandel,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EL65/4,,N,Hamilton,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,J84/24,,Y,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,K15/A,,N,Hamilton,HAMILTON,,BUBA
,,,,,,,,,,,,,,,,,,,,,,,F75/19,,Y,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,H81/12,,N,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CU24/10,,Y,Manawatu,LEVIN,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,S68/33,,N,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,N68/16,,Y,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DQ27/9,,N,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL38/428,,Y,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM06/706,,N,Grafton,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GP72/1,,N,Hawkes Bay,HASTINGS,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,E8/3,,N,Central,TAUPO,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FS73/9,,Y,Christchurch Central,CHRISTCHURCH,Y,UBS
,,,,,,,,,,,,,,,,,,,,,,,TL40/654,,N,Banks,CHRISTCHURCH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,ET30/8,,N,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DN29/8,,Y,Grafton,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TP29/982,,Y,Bay of Plenty/ East Coast,ROTORUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EL37/1,,N,South Auckland,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AC70/N,,Y,South Auckland,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,L30/111,,N,Bay of Plenty/ East Coast,ROTORUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AG62/8,,Y,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AH66/3,,N,South Auckland,PAPATOETOE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DL37/3,,N,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL36/693,,Y,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EQ34/1,,Y,Tauranga,MT MAUNGANUI,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DN21D/N,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,R22/6,,N,Bay of Plenty/ East Coast,WHAKATANE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,N12/2,,N,Bay of Plenty/ East Coast,WHAKATANE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DC36/22,,N,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DD31/18,,N,Grafton,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DB34/9,,N,Grey Lynn,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,X25/12,,Y,Bay of Plenty/ East Coast,ROTORUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TP21/570,,Y,Tauranga,MT MAUNGANUI,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CK23/10,,Y,Grey Lynn,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL71/898,,Y,Eastern Suburbs,PAPATOETOE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TP12/250,,Y,North Waikato / Coromandel,HAMILTON,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM13/422,,N,Grey Lynn,MT ALBERT,,BUBA
,,,,,,,,,,,,,,,,,,,,,,,ZY22/23,,N,Tauranga,TAURANGA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TP56/637,,Y,Nelson,NELSON,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CA13/1,,N,Central,TAUPO,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CN23/3,,Y,Grey Lynn,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DA22/14,,N,Grey Lynn,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL62/783,,Y,Grey Lynn,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DA23/15,,Y,Grey Lynn,MAYORAL DRIVE,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,K1/17,,Y,North Waikato / Coromandel,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CU25/18,,N,Grey Lynn,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DV24/20,,Y,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BJ14/6,,N,Central,TAUPO,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DK22/14,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DR23/V,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,P11/7,,Y,Bay of Plenty/ East Coast,WHAKATANE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DE17/2,,Y,Grey Lynn,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EG28/3,,Y,Grafton,REMUERA,,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL04/117,,Y,Marlborough / North Canterbury,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FB23/5,,N,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TP02/660,,Y,East Coast Bays,TORBAY,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,N12/1,,Y,Tauranga,TAURANGA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,N14/C,,N,Taranaki,NEW PLYMOUTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM23/474,,Y,Hawkes Bay,HASTINGS,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EC53/15,,N,Tauranga,TAURANGA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CC55/1,,Y,Marlborough / North Canterbury,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AG27/4,,Y,Central,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,X68/15,,Y,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,A13/2,,N,Hawkes Bay,HASTINGS,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DV33/C,,N,Hutt / Wairarapa,NAENAE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM35/964,,N,Counties,PAPAKURA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL42/719,,N,Northland,WHANGAREI,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CG37/4,,N,Wellington Suburbs,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,H14/8,,Y,Hawkes Bay,,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL85/322,,Y,Hamilton,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DL21/S,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM06/803,,Y,Counties,PAPAKURA,,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BE31/G,,N,West Auckland,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL28/898,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,T17/4,,Y,Bay of Plenty/ East Coast,,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TP56/824,,Y,Nelson,NELSON,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM32/150,,Y,Wellington Suburbs,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DR06/3,,N,Wellington Suburbs,PORIRUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BR54/A,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CK23/1,,Y,Wellington Suburbs,PORIRUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BB54/A,,N,Wellington Suburbs,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DB76/14,,Y,East Coast Bays,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DH28/F,,N,Bay of Plenty/ East Coast,GISBORNE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,J23/15,,Y,Hutt / Wairarapa,NAENAE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AL19/A,,Y,Manawatu,PALMERSTON NORTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BQ57/AL,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AV10/1,,Y,Hutt / Wairarapa,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CP17/14,,N,Wellington Suburbs,PORIRUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FV13/2,,Y,Hutt / Wairarapa,UPPER HUTT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CJ22/2,,Y,Wellington Suburbs,PORIRUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CN61/23,,Y,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM32/191,,N,Wellington Suburbs,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AK27/3,,N,Manawatu,PALMERSTON NORTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AL22/4,,N,Manawatu,PALMERSTON NORTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HR60/2,,N,Manawatu,LEVIN,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AG25/E,,N,Manawatu,PALMERSTON NORTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AR41/27,,N,Hutt / Wairarapa,MASTERTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HH39/8,,N,Wellington Suburbs,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CC41/6,,Y,Wellington Suburbs,WELLINGTON,Y,BUBA
